sample_id	age	genotype	new_annotation	richness
032b	14mos	Bcl6tg/+	25_Ig-restricted	NA
032b	14mos	Bcl6tg/+	18_Cycling MHCII low	1
032b	14mos	Bcl6tg/+	23_Ig-restricted	NA
032b	14mos	Bcl6tg/+	22_Pre-plasmablasts	1
032b	14mos	Bcl6tg/+	15_Plasmablasts	5
032b	14mos	Bcl6tg/+	19_Cycling MHCII low	3
032b	14mos	Bcl6tg/+	27_Light Zone	NA
032b	14mos	Bcl6tg/+	13_Follicular	NA
032b	14mos	Bcl6tg/+	20_Ig-restricted	NA
036	14mos	Bcl6tg/+	0_Follicular	79
036	14mos	Bcl6tg/+	7_Age-associated/autoimmune	22
036	14mos	Bcl6tg/+	10_Follicular IFN-stimulated	31
036	14mos	Bcl6tg/+	18_Cycling MHCII low	5
036	14mos	Bcl6tg/+	1_Marginal Zone	57
036	14mos	Bcl6tg/+	2_Transitional (T2)	46
036	14mos	Bcl6tg/+	9_Follicular Hspa1+	26
036	14mos	Bcl6tg/+	11_Follicular	13
036	14mos	Bcl6tg/+	6_Follicular	30
036	14mos	Bcl6tg/+	3_Atypical CD21lowCD23low	25
036	14mos	Bcl6tg/+	14_Follicular Serpina3+	64
036	14mos	Bcl6tg/+	8_Age-associated/autoimmune	9
036	14mos	Bcl6tg/+	15_Plasmablasts	7
036	14mos	Bcl6tg/+	12_Follicular	7
036	14mos	Bcl6tg/+	25_Ig-restricted	NA
036	14mos	Bcl6tg/+	24_Follicular	7
036	14mos	Bcl6tg/+	4_Atypical CD21-CD23-	12
036	14mos	Bcl6tg/+	27_Light Zone	4
036	14mos	Bcl6tg/+	13_Follicular	10
036	14mos	Bcl6tg/+	5_Atypical Marginal Zone	22
036	14mos	Bcl6tg/+	16_Other	11
036	14mos	Bcl6tg/+	19_Cycling MHCII low	3
036	14mos	Bcl6tg/+	23_Ig-restricted	4
036	14mos	Bcl6tg/+	22_Pre-plasmablasts	4
036	14mos	Bcl6tg/+	17_Ig-restricted	NA
036	14mos	Bcl6tg/+	20_Ig-restricted	3
036	14mos	Bcl6tg/+	21_Cycling MHCII low	NA
083	14mos	Bcl6tg/+	1_Marginal Zone	10
083	14mos	Bcl6tg/+	14_Follicular Serpina3+	13
083	14mos	Bcl6tg/+	2_Transitional (T2)	37
083	14mos	Bcl6tg/+	20_Ig-restricted	4
083	14mos	Bcl6tg/+	19_Cycling MHCII low	3
083	14mos	Bcl6tg/+	13_Follicular	4
083	14mos	Bcl6tg/+	11_Follicular	5
083	14mos	Bcl6tg/+	8_Age-associated/autoimmune	10
083	14mos	Bcl6tg/+	5_Atypical Marginal Zone	3
083	14mos	Bcl6tg/+	0_Follicular	31
083	14mos	Bcl6tg/+	12_Follicular	10
083	14mos	Bcl6tg/+	15_Plasmablasts	9
083	14mos	Bcl6tg/+	6_Follicular	6
083	14mos	Bcl6tg/+	3_Atypical CD21lowCD23low	4
083	14mos	Bcl6tg/+	4_Atypical CD21-CD23-	8
083	14mos	Bcl6tg/+	18_Cycling MHCII low	4
083	14mos	Bcl6tg/+	21_Cycling MHCII low	2
083	14mos	Bcl6tg/+	10_Follicular IFN-stimulated	9
083	14mos	Bcl6tg/+	7_Age-associated/autoimmune	13
083	14mos	Bcl6tg/+	9_Follicular Hspa1+	NA
083	14mos	Bcl6tg/+	16_Other	NA
083	14mos	Bcl6tg/+	27_Light Zone	NA
083	14mos	Bcl6tg/+	25_Ig-restricted	NA
083	14mos	Bcl6tg/+	24_Follicular	NA
083	14mos	Bcl6tg/+	23_Ig-restricted	NA
083	14mos	Bcl6tg/+	22_Pre-plasmablasts	7
083	14mos	Bcl6tg/+	17_Ig-restricted	NA
089	14mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	28
089	14mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	14
089	14mos	CD70-/-;Bcl6tg/+	11_Follicular	19
089	14mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	29
089	14mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	13
089	14mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	18
089	14mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	9
089	14mos	CD70-/-;Bcl6tg/+	13_Follicular	9
089	14mos	CD70-/-;Bcl6tg/+	6_Follicular	19
089	14mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	15
089	14mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	14
089	14mos	CD70-/-;Bcl6tg/+	0_Follicular	87
089	14mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	47
089	14mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	6
089	14mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	6
089	14mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	46
089	14mos	CD70-/-;Bcl6tg/+	24_Follicular	5
089	14mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	12
089	14mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	4
089	14mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	4
089	14mos	CD70-/-;Bcl6tg/+	12_Follicular	14
089	14mos	CD70-/-;Bcl6tg/+	16_Other	4
089	14mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	3
089	14mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	3
089	14mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	10
089	14mos	CD70-/-;Bcl6tg/+	27_Light Zone	3
089	14mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	6
090	14mos	CD70-/-;Bcl6tg/+	6_Follicular	32
090	14mos	CD70-/-;Bcl6tg/+	13_Follicular	6
090	14mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	24
090	14mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	8
090	14mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	2
090	14mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	6
090	14mos	CD70-/-;Bcl6tg/+	0_Follicular	121
090	14mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	28
090	14mos	CD70-/-;Bcl6tg/+	12_Follicular	14
090	14mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	41
090	14mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	33
090	14mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	22
090	14mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	14
090	14mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	15
090	14mos	CD70-/-;Bcl6tg/+	27_Light Zone	4
090	14mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	10
090	14mos	CD70-/-;Bcl6tg/+	24_Follicular	4
090	14mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	10
090	14mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	9
090	14mos	CD70-/-;Bcl6tg/+	16_Other	4
090	14mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	3
090	14mos	CD70-/-;Bcl6tg/+	11_Follicular	18
090	14mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	7
090	14mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	6
090	14mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	5
090	14mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	4
090	14mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	3
087	14mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	42
087	14mos	CD70-/-;Bcl6tg/+	27_Light Zone	NA
087	14mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	4
087	14mos	CD70-/-;Bcl6tg/+	12_Follicular	21
087	14mos	CD70-/-;Bcl6tg/+	0_Follicular	80
087	14mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	12
087	14mos	CD70-/-;Bcl6tg/+	13_Follicular	6
087	14mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	9
087	14mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	21
087	14mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	15
087	14mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	15
087	14mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	NA
087	14mos	CD70-/-;Bcl6tg/+	6_Follicular	20
087	14mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	9
087	14mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	4
087	14mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	29
087	14mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	15
087	14mos	CD70-/-;Bcl6tg/+	11_Follicular	13
087	14mos	CD70-/-;Bcl6tg/+	16_Other	NA
087	14mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
087	14mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	3
087	14mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	8
087	14mos	CD70-/-;Bcl6tg/+	24_Follicular	3
087	14mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	NA
087	14mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	3
087	14mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	NA
087	14mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	6
100	14mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	26
100	14mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	23
100	14mos	CD70-/-;Bcl6tg/+	0_Follicular	34
100	14mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	21
100	14mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	10
100	14mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	10
100	14mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	4
100	14mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
100	14mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	18
100	14mos	CD70-/-;Bcl6tg/+	27_Light Zone	3
100	14mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	9
100	14mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	10
100	14mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	8
100	14mos	CD70-/-;Bcl6tg/+	13_Follicular	6
100	14mos	CD70-/-;Bcl6tg/+	11_Follicular	9
100	14mos	CD70-/-;Bcl6tg/+	12_Follicular	6
100	14mos	CD70-/-;Bcl6tg/+	16_Other	NA
100	14mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	NA
100	14mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	4
100	14mos	CD70-/-;Bcl6tg/+	6_Follicular	7
100	14mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	11
100	14mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
100	14mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	6
100	14mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	3
100	14mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	5
100	14mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	2
100	14mos	CD70-/-;Bcl6tg/+	24_Follicular	NA
106	14mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	9
106	14mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	3
106	14mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	10
106	14mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	5
106	14mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	10
106	14mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	3
106	14mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	11
106	14mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	6
106	14mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	7
106	14mos	CD70-/-;Bcl6tg/+	6_Follicular	NA
106	14mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	4
106	14mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	9
106	14mos	CD70-/-;Bcl6tg/+	11_Follicular	6
106	14mos	CD70-/-;Bcl6tg/+	12_Follicular	3
106	14mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	4
106	14mos	CD70-/-;Bcl6tg/+	16_Other	NA
106	14mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	9
106	14mos	CD70-/-;Bcl6tg/+	0_Follicular	7
106	14mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	1
106	14mos	CD70-/-;Bcl6tg/+	13_Follicular	4
106	14mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	2
106	14mos	CD70-/-;Bcl6tg/+	27_Light Zone	3
106	14mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
106	14mos	CD70-/-;Bcl6tg/+	24_Follicular	NA
106	14mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	NA
106	14mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
220	14mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	4
220	14mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	3
220	14mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	5
220	14mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	8
220	14mos	CD70-/-;Bcl6tg/+	0_Follicular	18
220	14mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
220	14mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	8
220	14mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	3
220	14mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	2
220	14mos	CD70-/-;Bcl6tg/+	6_Follicular	4
220	14mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	6
220	14mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	12
220	14mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	12
220	14mos	CD70-/-;Bcl6tg/+	12_Follicular	3
220	14mos	CD70-/-;Bcl6tg/+	13_Follicular	2
220	14mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	22
220	14mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	1
220	14mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	4
220	14mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	7
220	14mos	CD70-/-;Bcl6tg/+	11_Follicular	3
220	14mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
220	14mos	CD70-/-;Bcl6tg/+	24_Follicular	NA
220	14mos	CD70-/-;Bcl6tg/+	27_Light Zone	NA
220	14mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
220	14mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	2
220	14mos	CD70-/-;Bcl6tg/+	16_Other	NA
220	14mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	NA
90b	14mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	8
90b	14mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	4
90b	14mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	5
90b	14mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	6
90b	14mos	CD70-/-;Bcl6tg/+	0_Follicular	13
90b	14mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	6
90b	14mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	5
90b	14mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	13
90b	14mos	CD70-/-;Bcl6tg/+	11_Follicular	6
90b	14mos	CD70-/-;Bcl6tg/+	6_Follicular	NA
90b	14mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	3
90b	14mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	19
90b	14mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	3
90b	14mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	NA
90b	14mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	12
90b	14mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	2
90b	14mos	CD70-/-;Bcl6tg/+	12_Follicular	5
90b	14mos	CD70-/-;Bcl6tg/+	27_Light Zone	NA
90b	14mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
90b	14mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	12
90b	14mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	6
90b	14mos	CD70-/-;Bcl6tg/+	13_Follicular	4
90b	14mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	3
90b	14mos	CD70-/-;Bcl6tg/+	16_Other	NA
90b	14mos	CD70-/-;Bcl6tg/+	24_Follicular	NA
90b	14mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
90b	14mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	NA
207	18mos	WT	1_Marginal Zone	28
207	18mos	WT	7_Age-associated/autoimmune	16
207	18mos	WT	11_Follicular	6
207	18mos	WT	0_Follicular	71
207	18mos	WT	6_Follicular	9
207	18mos	WT	3_Atypical CD21lowCD23low	23
207	18mos	WT	13_Follicular	7
207	18mos	WT	15_Plasmablasts	10
207	18mos	WT	2_Transitional (T2)	45
207	18mos	WT	16_Other	7
207	18mos	WT	25_Ig-restricted	NA
207	18mos	WT	5_Atypical Marginal Zone	7
207	18mos	WT	17_Ig-restricted	3
207	18mos	WT	14_Follicular Serpina3+	4
207	18mos	WT	8_Age-associated/autoimmune	11
207	18mos	WT	9_Follicular Hspa1+	11
207	18mos	WT	12_Follicular	13
207	18mos	WT	20_Ig-restricted	7
207	18mos	WT	10_Follicular IFN-stimulated	11
207	18mos	WT	18_Cycling MHCII low	4
207	18mos	WT	4_Atypical CD21-CD23-	10
207	18mos	WT	19_Cycling MHCII low	4
207	18mos	WT	27_Light Zone	5
207	18mos	WT	23_Ig-restricted	4
207	18mos	WT	22_Pre-plasmablasts	NA
207	18mos	WT	24_Follicular	4
207	18mos	WT	21_Cycling MHCII low	NA
217	18mos	WT	1_Marginal Zone	40
217	18mos	WT	16_Other	7
217	18mos	WT	6_Follicular	16
217	18mos	WT	2_Transitional (T2)	34
217	18mos	WT	11_Follicular	20
217	18mos	WT	25_Ig-restricted	2
217	18mos	WT	0_Follicular	99
217	18mos	WT	18_Cycling MHCII low	3
217	18mos	WT	9_Follicular Hspa1+	15
217	18mos	WT	15_Plasmablasts	93
217	18mos	WT	10_Follicular IFN-stimulated	19
217	18mos	WT	8_Age-associated/autoimmune	7
217	18mos	WT	19_Cycling MHCII low	NA
217	18mos	WT	24_Follicular	9
217	18mos	WT	3_Atypical CD21lowCD23low	22
217	18mos	WT	4_Atypical CD21-CD23-	11
217	18mos	WT	27_Light Zone	NA
217	18mos	WT	13_Follicular	12
217	18mos	WT	7_Age-associated/autoimmune	15
217	18mos	WT	5_Atypical Marginal Zone	11
217	18mos	WT	12_Follicular	14
217	18mos	WT	20_Ig-restricted	NA
217	18mos	WT	23_Ig-restricted	4
217	18mos	WT	17_Ig-restricted	5
217	18mos	WT	14_Follicular Serpina3+	NA
217	18mos	WT	22_Pre-plasmablasts	9
217	18mos	WT	21_Cycling MHCII low	3
219	18mos	WT	2_Transitional (T2)	71
219	18mos	WT	0_Follicular	97
219	18mos	WT	1_Marginal Zone	30
219	18mos	WT	9_Follicular Hspa1+	33
219	18mos	WT	4_Atypical CD21-CD23-	18
219	18mos	WT	16_Other	5
219	18mos	WT	17_Ig-restricted	4
219	18mos	WT	12_Follicular	25
219	18mos	WT	11_Follicular	33
219	18mos	WT	6_Follicular	20
219	18mos	WT	3_Atypical CD21lowCD23low	32
219	18mos	WT	10_Follicular IFN-stimulated	12
219	18mos	WT	20_Ig-restricted	11
219	18mos	WT	7_Age-associated/autoimmune	29
219	18mos	WT	13_Follicular	10
219	18mos	WT	25_Ig-restricted	4
219	18mos	WT	24_Follicular	7
219	18mos	WT	8_Age-associated/autoimmune	15
219	18mos	WT	27_Light Zone	4
219	18mos	WT	18_Cycling MHCII low	3
219	18mos	WT	21_Cycling MHCII low	NA
219	18mos	WT	5_Atypical Marginal Zone	9
219	18mos	WT	14_Follicular Serpina3+	5
219	18mos	WT	22_Pre-plasmablasts	NA
219	18mos	WT	19_Cycling MHCII low	4
219	18mos	WT	15_Plasmablasts	12
219	18mos	WT	23_Ig-restricted	9
055	18mos	WT	5_Atypical Marginal Zone	16
055	18mos	WT	4_Atypical CD21-CD23-	18
055	18mos	WT	2_Transitional (T2)	72
055	18mos	WT	0_Follicular	160
055	18mos	WT	6_Follicular	23
055	18mos	WT	7_Age-associated/autoimmune	30
055	18mos	WT	16_Other	9
055	18mos	WT	1_Marginal Zone	72
055	18mos	WT	23_Ig-restricted	12
055	18mos	WT	8_Age-associated/autoimmune	17
055	18mos	WT	3_Atypical CD21lowCD23low	33
055	18mos	WT	14_Follicular Serpina3+	7
055	18mos	WT	10_Follicular IFN-stimulated	20
055	18mos	WT	11_Follicular	28
055	18mos	WT	12_Follicular	24
055	18mos	WT	9_Follicular Hspa1+	46
055	18mos	WT	27_Light Zone	11
055	18mos	WT	13_Follicular	9
055	18mos	WT	17_Ig-restricted	4
055	18mos	WT	20_Ig-restricted	21
055	18mos	WT	24_Follicular	11
055	18mos	WT	25_Ig-restricted	8
055	18mos	WT	19_Cycling MHCII low	3
055	18mos	WT	21_Cycling MHCII low	NA
055	18mos	WT	18_Cycling MHCII low	6
055	18mos	WT	15_Plasmablasts	9
055	18mos	WT	22_Pre-plasmablasts	NA
050	18mos	WT	2_Transitional (T2)	96
050	18mos	WT	12_Follicular	32
050	18mos	WT	10_Follicular IFN-stimulated	37
050	18mos	WT	7_Age-associated/autoimmune	24
050	18mos	WT	13_Follicular	13
050	18mos	WT	11_Follicular	35
050	18mos	WT	16_Other	11
050	18mos	WT	6_Follicular	28
050	18mos	WT	4_Atypical CD21-CD23-	25
050	18mos	WT	3_Atypical CD21lowCD23low	35
050	18mos	WT	24_Follicular	18
050	18mos	WT	1_Marginal Zone	57
050	18mos	WT	0_Follicular	177
050	18mos	WT	25_Ig-restricted	3
050	18mos	WT	5_Atypical Marginal Zone	19
050	18mos	WT	14_Follicular Serpina3+	7
050	18mos	WT	8_Age-associated/autoimmune	14
050	18mos	WT	9_Follicular Hspa1+	19
050	18mos	WT	23_Ig-restricted	6
050	18mos	WT	20_Ig-restricted	17
050	18mos	WT	27_Light Zone	NA
050	18mos	WT	22_Pre-plasmablasts	NA
050	18mos	WT	18_Cycling MHCII low	8
050	18mos	WT	17_Ig-restricted	8
050	18mos	WT	21_Cycling MHCII low	NA
050	18mos	WT	19_Cycling MHCII low	4
050	18mos	WT	15_Plasmablasts	9
189	18mos	WT	3_Atypical CD21lowCD23low	48
189	18mos	WT	2_Transitional (T2)	91
189	18mos	WT	0_Follicular	126
189	18mos	WT	1_Marginal Zone	98
189	18mos	WT	24_Follicular	14
189	18mos	WT	11_Follicular	39
189	18mos	WT	13_Follicular	20
189	18mos	WT	4_Atypical CD21-CD23-	12
189	18mos	WT	7_Age-associated/autoimmune	43
189	18mos	WT	20_Ig-restricted	13
189	18mos	WT	8_Age-associated/autoimmune	31
189	18mos	WT	12_Follicular	34
189	18mos	WT	10_Follicular IFN-stimulated	25
189	18mos	WT	6_Follicular	19
189	18mos	WT	16_Other	6
189	18mos	WT	15_Plasmablasts	22
189	18mos	WT	14_Follicular Serpina3+	8
189	18mos	WT	9_Follicular Hspa1+	41
189	18mos	WT	17_Ig-restricted	10
189	18mos	WT	5_Atypical Marginal Zone	28
189	18mos	WT	25_Ig-restricted	11
189	18mos	WT	18_Cycling MHCII low	8
189	18mos	WT	27_Light Zone	7
189	18mos	WT	23_Ig-restricted	11
189	18mos	WT	21_Cycling MHCII low	NA
189	18mos	WT	22_Pre-plasmablasts	3
189	18mos	WT	19_Cycling MHCII low	4
011	18mos	CD70-/-	12_Follicular	16
011	18mos	CD70-/-	4_Atypical CD21-CD23-	15
011	18mos	CD70-/-	0_Follicular	53
011	18mos	CD70-/-	25_Ig-restricted	NA
011	18mos	CD70-/-	24_Follicular	NA
011	18mos	CD70-/-	7_Age-associated/autoimmune	14
011	18mos	CD70-/-	19_Cycling MHCII low	5
011	18mos	CD70-/-	3_Atypical CD21lowCD23low	18
011	18mos	CD70-/-	10_Follicular IFN-stimulated	17
011	18mos	CD70-/-	9_Follicular Hspa1+	5
011	18mos	CD70-/-	5_Atypical Marginal Zone	9
011	18mos	CD70-/-	11_Follicular	9
011	18mos	CD70-/-	18_Cycling MHCII low	8
011	18mos	CD70-/-	15_Plasmablasts	46
011	18mos	CD70-/-	2_Transitional (T2)	28
011	18mos	CD70-/-	13_Follicular	6
011	18mos	CD70-/-	8_Age-associated/autoimmune	19
011	18mos	CD70-/-	16_Other	3
011	18mos	CD70-/-	1_Marginal Zone	28
011	18mos	CD70-/-	27_Light Zone	6
011	18mos	CD70-/-	14_Follicular Serpina3+	18
011	18mos	CD70-/-	20_Ig-restricted	3
011	18mos	CD70-/-	6_Follicular	5
011	18mos	CD70-/-	17_Ig-restricted	NA
011	18mos	CD70-/-	21_Cycling MHCII low	NA
011	18mos	CD70-/-	23_Ig-restricted	NA
011	18mos	CD70-/-	22_Pre-plasmablasts	NA
152	18mos	CD70-/-	12_Follicular	25
152	18mos	CD70-/-	0_Follicular	124
152	18mos	CD70-/-	2_Transitional (T2)	80
152	18mos	CD70-/-	23_Ig-restricted	16
152	18mos	CD70-/-	3_Atypical CD21lowCD23low	30
152	18mos	CD70-/-	9_Follicular Hspa1+	30
152	18mos	CD70-/-	11_Follicular	23
152	18mos	CD70-/-	14_Follicular Serpina3+	3
152	18mos	CD70-/-	10_Follicular IFN-stimulated	29
152	18mos	CD70-/-	19_Cycling MHCII low	3
152	18mos	CD70-/-	1_Marginal Zone	69
152	18mos	CD70-/-	6_Follicular	31
152	18mos	CD70-/-	24_Follicular	9
152	18mos	CD70-/-	20_Ig-restricted	13
152	18mos	CD70-/-	16_Other	12
152	18mos	CD70-/-	5_Atypical Marginal Zone	22
152	18mos	CD70-/-	15_Plasmablasts	24
152	18mos	CD70-/-	7_Age-associated/autoimmune	30
152	18mos	CD70-/-	13_Follicular	8
152	18mos	CD70-/-	8_Age-associated/autoimmune	14
152	18mos	CD70-/-	4_Atypical CD21-CD23-	21
152	18mos	CD70-/-	17_Ig-restricted	6
152	18mos	CD70-/-	27_Light Zone	5
152	18mos	CD70-/-	25_Ig-restricted	7
152	18mos	CD70-/-	22_Pre-plasmablasts	NA
152	18mos	CD70-/-	18_Cycling MHCII low	3
152	18mos	CD70-/-	21_Cycling MHCII low	2
292	18mos	CD70-/-	13_Follicular	21
292	18mos	CD70-/-	10_Follicular IFN-stimulated	38
292	18mos	CD70-/-	6_Follicular	41
292	18mos	CD70-/-	0_Follicular	246
292	18mos	CD70-/-	3_Atypical CD21lowCD23low	51
292	18mos	CD70-/-	11_Follicular	46
292	18mos	CD70-/-	9_Follicular Hspa1+	62
292	18mos	CD70-/-	12_Follicular	35
292	18mos	CD70-/-	25_Ig-restricted	8
292	18mos	CD70-/-	7_Age-associated/autoimmune	23
292	18mos	CD70-/-	1_Marginal Zone	92
292	18mos	CD70-/-	2_Transitional (T2)	105
292	18mos	CD70-/-	4_Atypical CD21-CD23-	32
292	18mos	CD70-/-	16_Other	6
292	18mos	CD70-/-	14_Follicular Serpina3+	39
292	18mos	CD70-/-	20_Ig-restricted	15
292	18mos	CD70-/-	5_Atypical Marginal Zone	20
